0,1,2,3,4
-0.0021946501948502547,-0.5484970461251615,0.10700276608754315,-0.3977455384435974,-0.003384687260820385
-0.0019703931142229436,-0.6296430542636695,0.13348060858292357,-0.49445071813506686,-0.0022733791829148003
-0.0025640882435422,-0.5705234915495796,0.2276667330303855,-0.25702065060914486,-0.0009518029924104468
-0.0024461503835556285,-0.175853321354944,0.3366441909408724,0.21713632569497296,0.0005090613927705387
-0.0023025734813708295,-0.5913782939597806,0.06143681275207764,-0.6554584379314644,-0.0040068877155560925
-0.002235003290011077,-0.9265868207189237,-0.16335495345575005,-1.0893957201290636,-0.010242753672153134
-0.0021929941052121547,-1.0302805597699287,-0.13013432524113408,-1.0594312436808806,-0.010226967592490557
-0.0024821855067804622,-1.1748791702277135,-0.12619571593523496,-1.167267554452831,-0.010632188285639783
-0.00251110204574938,-1.281341463162226,-0.1972220495730993,-1.1703023591455362,-0.017030424093438083
-0.3281776871394274,-0.36671987242613907,0.34797946192750706,-0.08902920100314445,-0.0016003639312249175
-0.1562131541947375,-0.30942583158817577,0.37126989029773516,-0.000991067973888139,-0.0015480739928844843
-0.18020477738124266,-0.3477270453453336,0.30235523500259026,-0.2952031463574021,-0.0016015698253667593
-0.15301369306144497,-0.371319977702838,0.280170773972377,-0.42667570155311374,-0.0016484310367078645
-0.7645443008391909,-0.376230183471616,0.33632254684165486,-0.21471780073606073,-0.0019174916985912412
-0.7914232426093991,-0.39670340359304335,0.336622803902202,-0.15527022080797379,-0.001727117312911297
-0.7553881193845652,-0.38053039438571407,0.36017040408541273,0.007460871831868143,-0.002655271702824877
-0.8120333215086845,-0.24249401961693265,0.511133116682838,0.5502195864139026,-0.0027203415218750695
-0.9628675379714398,-0.18292651059290654,0.5328282181009745,0.7875906214927458,-0.002939628841446463
-0.9432632517319428,-0.15094874189693616,0.5199370131704479,0.7661575722008261,-0.002576116936090208
0.009804707684590722,1.2729101172808277,0.027026980090667556,0.1474122356753232,-0.004031659497845077
-0.008578398865274697,1.3290810005342761,0.26305085470029665,0.5248816021164324,-0.003440199666578389
-0.0019273174423795909,0.28175340752312755,0.1290519810923276,-0.09345905849251933,-0.003154837442546337
-0.0021745950360391284,0.26614499569942224,0.13959156863126415,-0.16700073161557147,-0.0029073607598788208
-0.004781323479540295,0.30174949363099035,0.18072189312926162,-0.1351046254398485,-0.002449795666050559
-0.003455341928884038,0.3048197761524107,0.07323892281586179,-0.07462821715677903,-0.0038614339298553863
-0.003104667115672974,0.36484481201939284,0.12266175250358724,-0.24131753946086823,-0.00317396342610997
0.0031809040522791884,0.11367973562682084,0.10305870030844051,-0.6130102002568025,-0.0033276050830423768
-0.004872313032745638,0.1517936999045784,0.10448216799324081,-0.6049934055963484,-0.0034573015368643966
-0.004831630453782472,0.20936297679509663,0.1355650000792747,-0.44281225638343386,-0.0031239714871703806
-0.004087534639319335,0.11823789238027925,0.14141112667786263,-0.4697549663161909,-0.0029066654710539668
-0.0025804410448901395,-0.523715538790189,-0.011265939199776339,-0.0697577324862908,-0.005087652986975175
-0.0023318888691531113,-0.5556728223371575,0.15158335188642724,0.1475762668789952,-0.0025812000552676083
-0.0025832676690892,-0.41664727761758186,0.12948962202506156,0.03422588575579162,-0.0029128401776581485
-0.0024736709516777707,-0.44428014280025047,0.4958749596675538,-0.07199370774392252,0.0035044384114280664
-0.0025940539283027934,-0.28883684424826234,0.20630562388820115,0.024463506176469665,-0.0025904576613113516
-0.0027205930496558314,-0.23266091971413994,0.11964439589876376,-0.2900170864238838,-0.003104420741622375
-0.0026250340763495526,-0.23990306572667539,0.19986684664386825,-0.022385332751999113,-0.0022128403343200298
-0.003059137656564792,-0.18557153868940318,0.2839285431786268,0.28149529957571773,-0.0011039235052002522
-0.003172089906384309,-0.1687850225443421,0.36536521745258027,0.35994859825460096,-0.0018490238509043424
-0.002268610637850215,-0.032111388211723164,0.05907802003510948,-0.33529090441807385,-0.004192023548827332
-0.002559917672254629,-0.07229647698758798,0.17166569416747135,0.057427576147450275,-0.0019598824382175794
-0.0018461343676071846,-0.03501301937725342,0.21175356592264385,-0.4378254682724851,-0.0012911952019578113
-0.0023196459447081003,-0.1390425643190865,0.16066100574767542,-0.577810844349311,-0.0025475157398421842
0.0020671013997064043,-0.14757766135069222,0.12811971488235332,-1.0397306936577129,-0.0033132879204703495
-0.0022066069886248086,-0.030625613166325807,0.12020796148894397,-0.8474566782932176,-0.0033375731980308724
-0.007002798651836981,1.4398987763368698,0.11001058243040826,0.0209401769910187,-0.0036665678949549573
-0.0043444192870051275,1.4196326182969123,0.15699037630666804,0.11186295833511362,-0.0034351112596133476
-0.012061441504869293,1.4786525448601529,0.22004302186455893,0.35904307973302696,-0.0031995960771735634
-0.012868061206140487,1.485091963520729,0.26015384750716863,0.537422828722652,-0.0029877258852650953
-0.002652615338856337,1.5086752164662727,0.2952586564110115,0.46261739498476023,-0.003076742161059149
-0.02814838410682236,1.4409542587386515,0.3020249465567373,0.6577292140215918,-0.0031422280030187506
-0.032847482095859436,1.502898962263887,0.42379103537441953,0.6650193675600973,-0.00298374320873085
-0.039896701340755965,1.5638969189668874,0.3592154127635123,0.9184674989211491,-0.003350014339306711
-0.06178136231753191,1.5451372554788965,0.3562524553229623,1.1982874832532877,-0.003413127999984457
-0.007603907166708989,0.6180305068694485,0.21959010943315552,-0.2715121365500906,-0.002778541108170972
-0.007560493340436914,0.6913707665659572,0.23093236836335754,-0.012714930943948585,-0.002792067748486189
-0.0028030420358793507,0.6651011287128247,0.246409790573184,-0.20995703983882338,-0.002466367562054866
0.04619895958335377,0.46455018653968067,0.1253146704350388,-0.8659747492361985,-0.0031070473578870884
-0.023050038455607536,0.7886328956808405,0.18841403437631934,-0.562895405353337,-0.002649591231083924
-0.021044973447066535,0.7390763984632052,0.1733750251653475,-0.6573698576261388,-0.0026796573560407023
