-2.636297220013900013e-03,-1.465935416224659893e-01,2.097083683882144112e-01,3.860419862958954784e+00,-5.872195690497999465e-04
-2.548265997822199945e-03,-1.046595187022073992e+00,-1.352762934482532486e+00,1.081700032367939768e+00,-9.781092755650899404e-03
-2.965581597951699993e-03,1.247968385864615115e+00,2.399472971094175067e-01,-2.532564024002549874e-01,-3.539901200444999819e-03
-1.438684292876300005e-03,7.781845054753386837e-01,-3.864650144998558190e-01,6.242952961198278139e-01,-7.252498804606499934e-03
-1.164458392435500055e-03,-1.355097741319639892e+00,1.293820866297906991e-01,-4.931432409841384201e-01,-8.655086452016000137e-04
1.098288837581000053e-04,4.306711609963468912e-01,1.194945519282647056e-01,-1.298458880186638964e-01,-3.446636502040999802e-03
-4.499970324217199800e-03,8.524198214972282805e-01,2.552415924385870172e-01,1.230785913841673018e+00,-3.070476515392699807e-03
-2.668603973896400017e-03,-4.225516245187446729e-01,3.816999393450546951e-01,1.632833532536814625e+00,3.198100943298900090e-03
-1.540480814346426586e+00,4.720167076798371109e-01,7.837866007544680436e-02,-8.787740796057740000e-02,1.776490366070099941e-03
-6.074412215055128295e-01,2.869044290102181205e-01,3.384728321896074976e-01,5.180257534537089370e-01,-3.019703536842899879e-03
5.460533115689600314e-03,1.575484071474925640e+00,2.287779680852049941e-02,-2.316739541486070864e-01,-4.354873559531300189e-03
-4.440888676080999818e-03,-8.068278373723135610e-01,1.884216187483128135e-01,-5.596948862266284408e-01,-2.627656049008900152e-03
2.628463763263999900e-03,1.150589692076226411e+00,5.852512355198310340e-02,-5.285083588228289830e-01,-4.005372535501599759e-03
-2.254963071931999873e-03,-2.288222795443139113e+00,-1.176416343537632914e+00,-1.664294133729518066e+00,-1.349854452546089996e-02
-2.443054969938799909e-03,-7.732969914189309624e-02,1.441827768532885079e-01,5.110500167256460946e-01,-3.218679987266299860e-03
-2.521827610578300082e-03,-9.905131369765496352e-01,-4.633514183719412149e-01,-4.057509558433877728e-01,-5.559945009437500425e-03
-8.626945826199000286e-04,4.470962185672157085e-01,7.925166931264659986e-02,-2.821285814841149042e-01,-3.855055397710100123e-03
-3.070530859624799862e-03,4.586543163845159254e-01,8.920662827982779597e-02,-4.660810110852399782e-03,-3.663217842241199822e-03
