,Total Assets,Total Current Assets,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,Total Non-Current Liabilities,Total Equity,Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Financing Activities,Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Gross Profit,Total Revenue,Total Operating Profit/Loss,Diluted EPS,Diluted WASO,Open,return,Net Income,Gross Margin,Total Current Equity,Net Income to Total Assets ratio,Net Income to Total Equity ratio,Total Assets to Total Equity ratio,Total Revenue to Total Assets ratio,Total Revenue to Total Equity ratio,Gross Profit to Total Assets ratio,Gross Profit to Total Equity ratio,Price to Total Assets ratio,Price to Total Current Assets ratio,Price to Total Non-Current Assets ratio,Price to Total Liabilities ratio,Price to Total Current Liabilities ratio,Price to Total Non-Current Liabilities ratio,Price to Total Equity ratio,Price to Cash Generated from Operating Activities ratio,Price to Income/Loss before Non-Cash Adjustment ratio,Price to Changes in Operating Capital ratio,Price to Cash Flow from Investing Activities ratio,Price to Cash Flow from Financing Activities ratio,Price to Change in Cash ratio,"Price to Cash and Cash Equivalents, Beginning of Period ratio",Price to Gross Profit ratio,Price to Total Revenue ratio,Price to Total Operating Profit/Loss ratio,Price to Diluted EPS ratio,Price to Net Income ratio
1939,29159687000000.0,10473703000000.0,18685984000000.0,14178177000000.0,8978682000000.0,5199495000000.0,14981510000000.0,7262138000000.0,1937052000000.0,1236129000000.0,-6481072000000.0,862242000000.0,1145371000000.0,1558696000000.0,5365555000000.0,27790216000000.0,2461618000000.0,5038.0,715631400.0,13.16,0.0577507598784194,3605350993200.0,0.1930735263086836,1495021000000.0,0.12364162184594094,0.24065337827762356,1.9463783690696064,0.9530354698251734,1.854967623423807,0.18400591885639925,0.3581451402428727,2215781686930.0913,795874088145.8966,1419907598784.1946,1077369072948.3282,682270668693.0092,395098404255.31915,1138412613981.763,551834194528.8754,147192401215.80548,93930775075.98784,-492482674772.0365,65519908814.58967,87034270516.71733,118441945288.7538,407716945288.7538,2111718541033.4346,187053039513.6778,382.8267477203647,273962841428.5714
1940,33175710000000.0,8800127000000.0,24375583000000.0,18289464000000.0,9954483000000.0,8334981000000.0,14886246000000.0,5110872000000.0,-179443000000.0,746262000000.0,-7675339000000.0,2952919000000.0,-238297000000.0,2602560000000.0,3085266000000.0,24336571000000.0,91792000000.0,-579.0,715631400.0,13.92,-0.425287356321839,-414350580600.0,0.12677488541832782,-1154356000000.0,-0.01248957688019337,-0.027834457431376587,2.2286149241386983,0.733565943275969,1.6348360090247065,0.09299773840559855,0.20725614772186352,2383312500000.0,632193031609.1954,1751119468390.8047,1313898275862.069,715120905172.4138,598777370689.6552,1069414224137.931,367160344827.5862,-12891020114.94253,53610775862.06896,-551389295977.0115,212134985632.1839,-17119037356.321838,186965517241.3793,221642672413.7931,1748316882183.908,6594252873.563218,-41.5948275862069,-29766564698.275864
1941,35574563000000.0,10248315000000.0,25326248000000.0,23086282000000.0,10984976000000.0,12101306000000.0,12488281000000.0,3328517000000.0,-2872078000000.0,-68848000000.0,-6755393000000.0,4987902000000.0,939054000000.0,2365022000000.0,1868327000000.0,23475567000000.0,-1359382000000.0,-7908.0,715631400.0,8.0,-0.1212499999999999,-5659213111200.0,0.07958602235251655,-736661000000.0,-0.15908032689537185,-0.45316189723789846,2.8486356929348404,0.6598975509551586,1.8798077173311523,0.052518621240688186,0.1496064190099502,4446820375000.0,1281039375000.0,3165781000000.0,2885785250000.0,1373122000000.0,1512663250000.0,1561035125000.0,416064625000.0,-359009750000.0,-8606000000.0,-844424125000.0,623487750000.0,117381750000.0,295627750000.0,233540875000.0,2934445875000.0,-169922750000.0,-988.5,-707401638900.0
1942,35071523000000.0,11099470000000.0,23972053000000.0,22334584000000.0,11006948000000.0,11327636000000.0,12736939000000.0,2920795000000.0,-70636000000.0,-1691647000000.0,-2319316000000.0,931829000000.0,899461000000.0,3336003000000.0,2642570000000.0,24230124000000.0,-29117000000.0,-250.0,715631400.0,7.03,0.2489331436699856,-178907850000.0,0.10906134859235553,92522000000.0,-0.0051012284239837545,-0.014046377233964926,2.75352837914981,0.6908774392261209,1.9023506354234718,0.07534802523403389,0.2074729257948083,4988836842105.263,1578871977240.3982,3409964864864.8647,3177038975817.923,1565710953058.3215,1611328022759.6016,1811797866287.3398,415475817923.18634,-10047795163.584637,-240632574679.94308,-329916927453.76953,132550355618.77667,127946088193.4566,474538122332.85913,375899004267.4253,3446674822190.6113,-4141820768.1365576,-35.56187766714083,-25449196301.56472
1943,38154515000000.0,13187067000000.0,24967448000000.0,23392014000000.0,13994817000000.0,9397197000000.0,14762501000000.0,6262701000000.0,1333544000000.0,-1240720000000.0,-4263080000000.0,-2466136000000.0,-975770000000.0,4218099000000.0,5305104000000.0,29878043000000.0,2230608000000.0,3130.0,797609396.0,8.78,0.1537585421412302,2496517409480.0,0.17755861720929983,-807750000000.0,0.06543176893953442,0.16911209079545533,2.584556302485602,0.7830801413672799,2.0239147147221193,0.13904262706523723,0.359363498095614,4345616742596.811,1501943849658.3145,2843672892938.4966,2664238496583.1436,1593942710706.1504,1070295785876.9933,1681378246013.6675,713291685649.2028,151884282460.1367,-141312072892.9385,-485544419134.39636,-280881093394.07745,-111135535307.51709,480421298405.467,604225968109.3395,3402966173120.729,254055580865.60367,356.49202733485197,284341390601.36676
1944,35686019000000.0,9444035000000.0,26241984000000.0,24366792000000.0,13961520000000.0,10405272000000.0,11319227000000.0,3588627000000.0,-3195585000000.0,700628000000.0,-6700169000000.0,1946024000000.0,-1743125000000.0,3541597000000.0,1124078000000.0,26151781000000.0,-2085047000000.0,-8584.0,715631400.0,10.13,-0.5074037512339585,-6142979937600.0,0.042982846942623144,-4517485000000.0,-0.1721396813020808,-0.5427031313710733,3.1526904619900282,0.7328298793989881,2.3103857710424927,0.03149911454118769,0.09930695797513381,3522805429417.5713,932283810463.9684,2590521618953.603,2405408884501.4805,1378234945705.8242,1027173938795.6564,1117396544916.0908,354257354392.8924,-315457551826.2586,69163672260.61205,-661418460019.7433,192105034550.83908,-172075518262.58636,349614708785.7848,110965251727.54195,2581617077986.1797,-205828923988.154,-847.3840078973346,-606414603909.1807
1945,239817000.0,93703000.0,146114000.0,59480000.0,58749000.0,731000.0,180337000.0,15673000.0,-7348000.0,-3553000.0,-54911000.0,-3002000.0,-42240000.0,91906000.0,157228000.0,209931000.0,-5167000.0,-0.13,54478754.0,14.85,-0.0484848484848484,-7082238.0200000005,0.7489508457540811,34954000.0,-0.02953184311370754,-0.03927224041655346,1.3298269351270122,0.8753799772326399,1.1641038721948351,0.6556165743045739,0.8718565796259226,16149292.92929293,6309966.32996633,9839326.5993266,4005387.2053872054,3956161.616161616,49225.589225589225,12143905.723905724,1055420.8754208754,-494814.81481481483,-239259.25925925927,-3697710.437710438,-202154.88215488216,-2844444.4444444445,6188956.228956229,10587744.107744109,14136767.676767677,-347946.12794612796,-0.008754208754208754,-476918.38518518524
1946,226194000.0,94382000.0,131812000.0,60889000.0,55260000.0,5629000.0,165305000.0,21831000.0,-26444000.0,3170000.0,-18539000.0,-1887000.0,1405000.0,49372000.0,168702000.0,239012000.0,-7044000.0,-0.47,56452408.0,14.13,-0.5237084217975938,-26532631.759999998,0.7058306695898114,39122000.0,-0.11730033404953269,-0.1605071338435014,1.3683433652944557,1.0566681698011442,1.445884879465231,0.7458288018249821,1.0205498926227277,16008067.940552017,6679547.062986553,9328520.877565462,4309200.283085633,3910828.025477707,398372.2576079264,11698867.657466384,1545010.6157112527,-1871479.1224345362,224345.364472753,-1312031.1394196744,-133545.6475583864,99433.82873319178,3494125.973106865,11939278.131634818,16915215.85279547,-498513.8004246284,-0.0332625619249823,-1877751.7169143662
1947,219638000.0,92151000.0,127487000.0,81162000.0,74683000.0,6479000.0,138476000.0,24560000.0,-25873000.0,15910000.0,-11452000.0,-7068000.0,6040000.0,48803000.0,159618000.0,222779000.0,-17040000.0,-0.46,56063777.0,6.73,0.1069836552748885,-25789337.42,0.7164858447160639,17468000.0,-0.11741746610331547,-0.1862368744042289,1.586108784193651,1.014300804050301,1.6087914151188654,0.7267321683861627,1.1526762760333922,32635661.21842496,13692570.579494799,18943090.63893016,12059732.540861811,11097028.231797919,962704.3090638929,20575928.67756315,3649331.3521545315,-3844427.9346210994,2364041.604754829,-1701634.4725111441,-1050222.882615156,897473.9970282317,7251560.178306092,23717384.843982168,33102377.414561663,-2531946.5081723626,-0.06835066864784546,-3831996.6448737
1948,232799000.0,102844000.0,129955000.0,92736000.0,89055000.0,3681000.0,140063000.0,10290000.0,-18191000.0,3165000.0,-15320000.0,7209000.0,2179000.0,50889000.0,160671000.0,218876000.0,-15232000.0,-0.32,56358017.0,7.45,0.5570469798657717,-18034565.44,0.7340731738518613,13789000.0,-0.07746839737284096,-0.12876038239934887,1.662102054075666,0.9401930420663319,1.5626967864460992,0.6901704904230689,1.1471337897945924,31248187.919463087,13804563.75838926,17443624.161073826,12447785.234899329,11953691.275167786,494093.9597315436,18800402.68456376,1381208.0536912752,-2441744.966442953,424832.2147651007,-2056375.8389261744,967651.0067114094,292483.22147651005,6830738.255033557,21566577.18120805,29379328.859060403,-2044563.7583892618,-0.042953020134228186,-2420747.0389261744
1949,290103000.0,135085000.0,155018000.0,119374000.0,113851000.0,5523000.0,170729000.0,4779000.0,-25032000.0,-3184000.0,-27773000.0,33926000.0,10932000.0,56115000.0,187359000.0,249838000.0,-19235000.0,-0.42,59203400.0,11.6,0.5948275862068966,-24865428.0,0.7499219494232262,21234000.0,-0.08571241248797841,-0.14564267347667942,1.6992016587691605,0.8612044687576481,1.4633600618524094,0.6458361340627294,1.0974058302924519,25008879.31034483,11645258.620689655,13363620.689655174,10290862.068965517,9814741.379310345,476120.6896551724,14718017.241379311,411982.7586206897,-2157931.0344827585,-274482.7586206897,-2394224.1379310344,2924655.1724137934,942413.7931034483,4837500.0,16151637.931034483,21537758.620689657,-1658189.655172414,-0.03620689655172414,-2143571.379310345
1950,512710000.0,278107000.0,234603000.0,364175000.0,170433000.0,193742000.0,148535000.0,-59158000.0,-96071000.0,-35159000.0,-48506000.0,217851000.0,110187000.0,66449000.0,212731000.0,291609000.0,-84989000.0,-1.53,62593026.0,18.5,1.0259459459459457,-95767329.78,0.729507662657874,107674000.0,-0.18678654557157068,-0.644745883327162,3.4517790419766383,0.568760117805387,1.963234254552799,0.41491486415322504,1.4321944322886861,27714054.054054055,15032810.81081081,12681243.243243244,19685135.135135137,9212594.594594594,10472540.54054054,8028918.918918919,-3197729.7297297297,-5193027.027027027,-1900486.4864864864,-2621945.945945946,11775729.72972973,5956054.054054054,3591837.8378378376,11498972.972972972,15762648.64864865,-4594000.0,-0.0827027027027027,-5176612.4205405405
1951,1006432000.0,748811000.0,257621000.0,762498000.0,208551000.0,553947000.0,243934000.0,33605000.0,-107594000.0,27297000.0,-43476000.0,483843000.0,473972000.0,176523000.0,260352000.0,366620000.0,-60031000.0,-1.63,65888450.0,37.48,0.6664887673425829,-107398173.5,0.7101412907097266,540260000.0,-0.1067118031819338,-0.4402755396951634,4.125837316651225,0.36427697052557945,1.5029475185910943,0.2586881180248641,1.0673050907212607,26852508.004268944,19978948.772678763,6873559.231590182,20344130.202774815,5564327.641408752,14779802.561366063,6508377.801494131,896611.5261472786,-2870704.3756670225,728308.4311632871,-1159978.6552828175,12909364.994663822,12645997.865528284,4709791.8890074715,6946424.759871933,9781750.266808966,-1601680.8964781219,-0.04348986125933831,-2865479.5490928497
1952,1186656000.0,636276000.0,550380000.0,837219000.0,223427000.0,613792000.0,349437000.0,3247000.0,-124974000.0,-9150000.0,-140249000.0,11843000.0,-125159000.0,654152000.0,312744000.0,469624000.0,-89869000.0,-1.8,69606105.0,62.459999,-0.4261927541817604,-125290989.0,0.6659455223753471,412849000.0,-0.1055832431639835,-0.3585510091947905,3.3959082753114296,0.39575411913814956,1.3439446881698274,0.26355068360165035,0.8949939474068287,18998655.4434623,10186935.80190419,8811719.64155811,13404082.827474909,3577121.4149395037,9826961.412535405,5594572.615987393,51985.271405463835,-2000864.5853484562,-146493.75834924364,-2245421.1054342156,189609.35301968222,-2003826.4810090694,10473134.97395349,5007108.629636705,7518796.149836633,-1438824.8709385986,-0.02881844426542498,-2005939.6574758189
1953,1088940000.0,533466000.0,555474000.0,1020852000.0,253754000.0,767098000.0,68088000.0,-62101000.0,-225747000.0,109000.0,-56860000.0,1618000.0,-127354000.0,523532000.0,330101000.0,514800000.0,-201917000.0,-3.03,74509404.0,35.84,-0.7064732142857143,-225763494.11999997,0.6412218337218337,279712000.0,-0.20732408959171303,-3.3157604000704968,15.99312654212196,0.4727533197421345,7.560803665844202,0.3031397505831359,4.8481523910233815,30383370.535714284,14884654.017857142,15498716.517857142,28483593.749999996,7080189.732142856,21403404.01785714,1899776.7857142854,-1732728.794642857,-6298744.419642856,3041.2946428571427,-1586495.5357142854,45145.08928571428,-3553404.0178571427,14607477.678571427,9210407.366071427,14363839.285714284,-5633844.866071428,-0.0845424107142857,-6299204.635044642
1954,7993306000.0,4783662000.0,3209644000.0,2780222000.0,1582001000.0,1198221000.0,5213084000.0,717049000.0,632289000.0,-292913000.0,-265214000.0,-162735000.0,289100000.0,1162473000.0,2007481000.0,4607309000.0,677669000.0,3.62,174503000.0,54.040001,0.4779793027761047,631700860.0,0.4357165972588337,3201661000.0,0.07902873479383875,0.1211760370636652,1.533316171387225,0.5763959242896494,0.8837971918350059,0.2511452708053464,0.3850851050932615,147914616.0637562,88520760.76016358,59393855.303592615,51447482.39364392,29274629.36205349,22172853.031590436,96467133.67011227,13268856.157127015,11700388.384522792,-5420299.677640643,-4907734.920286179,-3011380.4031942934,5349740.833646543,21511343.051233474,37148056.30740088,85257381.84201737,12540136.703550395,0.0669874154887599,11689504.965035068
1955,9364648000.0,6270849000.0,3093799000.0,4019696000.0,2631361000.0,1388335000.0,5344952000.0,785503000.0,655577000.0,-420857000.0,-1106096000.0,378472000.0,57879000.0,1452677000.0,2284336000.0,5259312000.0,867483000.0,3.7,177067000.0,79.870003,-0.0262927998137172,655147900.0,0.43434122181760654,3639488000.0,0.0699596930925754,0.12257320552177083,1.7520546489472684,0.5616134210276778,0.9839774052227223,0.24393185947832743,0.4273819484253554,117248624.61818112,78513193.49518493,38735431.1229962,50327981.0819589,32945547.779683948,17382433.30227495,66920643.536222234,9834768.630220285,8208050.2738931915,-5269274.87407256,-13848703.624062717,4738600.04737949,724665.0535370583,18188017.346136823,28600675.02438932,65848401.1826067,10861186.520801809,0.046325276837663326,8202677.7938145315
1956,12271528000.0,9214911000.0,3056617000.0,6169459000.0,2419802000.0,3749657000.0,6102069000.0,1350277000.0,914049000.0,-52229000.0,592483000.0,1595745000.0,3538505000.0,1501539000.0,2618922000.0,5885893000.0,1074256000.0,5.22,175159000.0,77.769997,0.3717372266325277,914329980.0,0.4449489652632149,6795109000.0,0.07450824216837544,0.14983933809991332,2.011043795145548,0.47963815101102325,0.9645733275058017,0.21341449899311643,0.42918590399420264,157792573.91510507,118489280.64122209,39303293.273882985,79329551.72931278,31114852.685412858,48214699.04389992,78463022.18579228,17362441.1995284,11753234.34820243,-671582.898479474,7618400.705351705,20518774.097419597,45499616.0022997,19307432.916578356,33675223.10692644,75683338.39591122,13813244.714410879,0.06712100040327891,11756847.30963793
1957,12122765000.0,9142498000.0,2980267000.0,5135453000.0,2950115000.0,2185338000.0,6987312000.0,2029282000.0,1697763000.0,-310832000.0,-2058613000.0,-2632394000.0,-2661725000.0,5039322000.0,3603359000.0,8013620000.0,1902132000.0,9.24,183770000.0,106.68,0.7355642482189725,1698034800.0,0.44965433848872294,6192383000.0,0.14006992629156798,0.2430168854632511,1.734968325444749,0.661038962645898,1.1468816620754876,0.2972390374638129,0.5157003150854005,113636717.28533933,85700206.22422196,27936511.06111736,48138854.51818522,27653871.391076114,20484983.12710911,65497862.767154105,19022140.9823772,15914538.807649042,-2913685.78927634,-19297084.739407573,-24675609.298837643,-24950553.055868015,47237739.03262092,33777268.46644169,75118297.7127859,17830258.717660293,0.08661417322834646,15917086.614173228
1958,12479478000.0,9149911000.0,3329567000.0,5899435000.0,3150308000.0,2749127000.0,6580043000.0,2655747000.0,2380681000.0,-317193000.0,2748440000.0,-3272057000.0,2132130000.0,2377534000.0,5165032000.0,11076998000.0,3213299000.0,13.17,180782000.0,185.149994,-0.279178982852141,2380898940.0,0.4662844572148519,5999603000.0,0.190785138609163,0.36183638009660424,1.8965648096828547,0.8876170942406405,1.683423345409749,0.4138820550026211,0.7849541408771948,67401989.76187924,49418910.5941856,17983079.167693626,31863004.003121924,17014896.58163316,14848107.421488764,35538985.7587573,14343759.579057831,12858120.859566433,-1713167.7573805377,14844396.916372571,-17672466.14115472,11515690.354275681,12841123.829580033,27896474.033912204,59827158.298476644,17355112.633706056,0.07113151729294682,12859297.959253512
1959,12001333000.0,8560409000.0,3440924000.0,7278029000.0,2371650000.0,4906379000.0,4723304000.0,3176013000.0,2191430000.0,491524000.0,-1637054000.0,-2390080000.0,-851121000.0,4768558000.0,4358459000.0,9653559000.0,2464732000.0,13.7,159915000.0,133.460007,1.2162444439254374,2190835500.0,0.45148727013529416,6188759000.0,0.18254934681005852,0.46383537879416614,2.540876682932117,0.8043738974662231,2.043814880431156,0.3631645751351121,0.9227564010277551,89924564.44273977,64142129.10988384,25782435.332855932,54533407.89949157,17770492.09955459,36762915.79993698,35391156.5432482,23797488.636427242,16420125.019175222,3682931.0221750555,-12266251.417175485,-17908585.90319121,-6377348.683939452,35730239.396735534,32657416.240057595,72332972.37875913,18467944.4831739,0.10265247475972333,16415670.501201158
1960,14559047000.0,10853535000.0,3705512000.0,9375558000.0,3162442000.0,6213116000.0,5183489000.0,2126451000.0,2251753000.0,-571875000.0,-244084000.0,-623930000.0,1258437000.0,3913396000.0,4608693000.0,10044736000.0,2673802000.0,15.1,149090000.0,295.779999,0.6165731138568299,2251259000.0,0.4588167374433733,7691093000.0,0.1546295578275144,0.4343134518082319,2.8087350045500243,0.6899308725358191,1.9378329924110962,0.3165518319983444,0.8891102112881883,49222554.091630794,36694621.12615668,12527932.965474114,31697741.671843067,10691872.373696236,21005869.298146833,17524812.419787724,7189299.5036489945,7612931.934589668,-1933447.163207273,-825221.4511637753,-2109439.455370341,4254638.597114879,13230766.154678363,15581489.67334333,33960159.692880385,9039833.69071551,0.051051457336707885,7611261.774329779
1961,15892152000.0,11652387000.0,4239765000.0,9864964000.0,3527867000.0,6337097000.0,6027188000.0,3588163000.0,3908458000.0,-678741000.0,73271000.0,-4166982000.0,-505548000.0,5169083000.0,6805306000.0,14626150000.0,4482023000.0,26.9,145320000.0,478.149994,0.508166922616337,3909108000.0,0.4652834819826133,8124520000.0,0.24597725971913684,0.6485790720316008,2.636744033867867,0.9203379127005581,2.4266955004556023,0.4282180286219261,1.129101332163523,33236750.3909244,24369731.561682295,8867018.829242107,20631525.93075218,7378159.665939471,13253366.264812712,12605224.46017222,7504262.3549630325,8174125.377067348,-1419514.8144245297,153238.5253987894,-8714800.904086176,-1057300.0237243546,10810588.863042003,14232575.730200678,30589041.479732823,9373675.742428223,0.05625849699372787,8175484.783128534
1962,17195632000.0,12285235000.0,4910397000.0,10917266000.0,4564759000.0,6352507000.0,6278366000.0,3099674000.0,4605286000.0,-1796226000.0,612275000.0,-4578937000.0,-866988000.0,4670750000.0,7871807000.0,17227039000.0,5381822000.0,32.75,140628000.0,721.130005,-0.4041018983809999,4605567000.0,0.45694486440763266,7720476000.0,0.2678335405177315,0.7335614075382034,2.7388705914882947,1.001826452206002,2.743873007722073,0.4577794523632513,1.2537986794653257,23845398.02916674,17036089.07522854,6809308.953938202,15139109.34825129,6330008.415056867,8809100.933194425,8706288.680915447,4298356.715860131,6386207.7129906695,-2490849.0668059224,849049.4026801728,-6349669.225038001,-1202263.1064976973,6476987.460811592,10915933.251175702,23888950.509000108,7463039.899442265,0.04541483473565907,6386597.379206264
1963,18781643000.0,13228412000.0,5553231000.0,10571471000.0,4184918000.0,6386553000.0,8210172000.0,5178938000.0,4510931000.0,158738000.0,-534562000.0,-2830667000.0,1813709000.0,3773535000.0,7776925000.0,17428516000.0,5217010000.0,33.21,135834000.0,429.720001,0.7889555948316215,4511047140.0,0.4462184273176213,9043494000.0,0.24018384014646643,0.5494461187902032,2.287606520301889,0.9279548120470611,2.122795478584371,0.41407053685345846,0.9472304599708752,43706699.60973029,30783794.026845865,12922905.582884423,24600835.37047185,9738708.904080078,14862126.466391774,19105864.239258435,12051889.574485969,10497372.683381334,369398.6773494399,-1243977.4708089512,-6587235.85919381,4220676.244483206,8781380.878755048,18097656.571493864,40557842.22154462,12140486.800380511,0.07728288169672605,10497642.952393087
1964,510530000.0,398422000.0,112108000.0,69555000.0,60746000.0,8809000.0,440975000.0,40122000.0,48580000.0,-34588000.0,-34144000.0,-4348000.0,1630000.0,114310000.0,206187000.0,366127000.0,44581000.0,0.4,120245000.0,5.5,0.2581818181818182,48098000.0,0.5631570465985847,337676000.0,0.09421189743991538,0.10907194285390329,1.1577300300470548,0.7171508040663624,0.8302670219400192,0.4038685287838129,0.46757072396394356,92823636.36363636,72440363.63636364,20383272.727272727,12646363.636363637,11044727.272727273,1601636.3636363635,80177272.72727273,7294909.090909091,8832727.272727273,-6288727.2727272725,-6208000.0,-790545.4545454546,296363.63636363635,20783636.363636363,37488545.45454545,66568545.45454545,8105636.363636363,0.07272727272727274,8745090.909090908
1965,785920000.0,285863000.0,500057000.0,480400000.0,111177000.0,369223000.0,305520000.0,-22885000.0,-159485000.0,10714000.0,-336818000.0,329941000.0,-29762000.0,115611000.0,219909000.0,405966000.0,-43888000.0,-1.36,117387000.0,6.92,-0.0751445086705201,-159646320.0,0.5416931467167201,174686000.0,-0.20313304153094464,-0.5225396700706991,2.5724011521340664,0.5165487581433225,1.328770620581304,0.27981092223127035,0.7197859387274156,113572254.33526012,41309682.08092485,72262572.25433525,69421965.31791908,16066040.462427747,53355924.85549133,44150289.01734104,-3307080.924855491,-23046965.317919075,1548265.8959537572,-48673121.387283236,47679335.26011561,-4300867.052023121,16706791.907514451,31778757.225433525,58665606.93641619,-6342196.531791908,-0.19653179190751446,-23070277.4566474
1966,766883000.0,314700000.0,452183000.0,496453000.0,157550000.0,338903000.0,270430000.0,41734000.0,-54099000.0,9203000.0,-17373000.0,-1112000.0,23249000.0,84606000.0,246434000.0,427054000.0,-3261000.0,-0.45,119994000.0,6.4,0.1546874999999999,-53997300.0,0.5770558290052312,157150000.0,-0.07041139261138922,-0.19967200384572717,2.8357911474318676,0.5568698223849009,1.5791665125910588,0.32134497700431486,0.9112672410605333,119825468.75,49171875.0,70653593.75,77570781.25,24617187.5,52953593.75,42254687.5,6520937.5,-8452968.75,1437968.75,-2714531.25,-173750.0,3632656.25,13219687.5,38505312.5,66727187.5,-509531.25,-0.0703125,-8437078.125
1967,635961000.0,263371000.0,372590000.0,418268000.0,83647000.0,334621000.0,217693000.0,38514000.0,-70562000.0,5680000.0,-8260000.0,-32611000.0,-2357000.0,106552000.0,216579000.0,385961000.0,-8836000.0,-0.58,122677000.0,7.39,-0.2178619756427604,-71152660.0,0.5611421879412687,179724000.0,-0.11188211226789065,-0.32684863546370346,2.921366327810265,0.6068941334452899,1.7729600859926593,0.34055390189021023,0.9948827017864608,86056968.87686063,35638836.26522328,50418132.61163735,56599188.09201624,11318944.51962111,45280243.57239513,29457780.784844387,5211637.347767253,-9548308.52503383,768606.2246278755,-1117726.657645467,-4412855.209742896,-318944.51962110965,14418403.247631935,29307036.535859272,52227469.553450614,-1195669.8240866035,-0.07848443843031123,-9628235.453315292
1968,623687000.0,284423000.0,339264000.0,365230000.0,69418000.0,295812000.0,258457000.0,51458000.0,-26322000.0,10236000.0,-21110000.0,-16841000.0,13507000.0,106815000.0,219439000.0,398799000.0,28246000.0,-0.21,126564000.0,5.78,0.1868512110726643,-26578440.0,0.5502496244975539,215005000.0,-0.04261502965429775,-0.10283505573460963,2.413117075567696,0.6394216971012704,1.5429994157635507,0.35184154872556267,0.8490348491238388,107904325.25951557,49208131.487889275,58696193.77162629,63188581.31487889,12010034.602076124,51178546.71280277,44715743.94463667,8902768.166089965,-4553979.238754325,1770934.2560553632,-3652249.1349480967,-2913667.820069204,2336851.2110726642,18480103.806228373,37965224.91349481,68996366.78200692,4886851.211072664,-0.03633217993079584,-4598346.020761246
1969,612016000.0,262430000.0,349586000.0,284357000.0,99819000.0,184538000.0,327659000.0,124137000.0,43493000.0,18395000.0,-15536000.0,-109912000.0,-1311000.0,119051000.0,238422000.0,404093000.0,63705000.0,0.32,137274000.0,6.86,1.836734548104956,43927680.0,0.5900176444531333,162611000.0,0.07177537842147917,0.13406523245203092,1.8678443137530176,0.6602654178975713,1.2332730063877384,0.38956824658178874,0.7276528341965275,89215160.34985422,38255102.04081632,50960058.3090379,41451457.72594752,14550874.635568513,26900583.090379007,47763702.6239067,18095772.594752185,6340087.463556851,2681486.8804664724,-2264723.032069971,-16022157.434402332,-191107.87172011661,17354373.177842565,34755393.58600583,58905685.13119533,9286443.148688046,0.04664723032069971,6403451.895043732
1970,680067000.0,333843000.0,346224000.0,295640000.0,79731000.0,215909000.0,384427000.0,91687000.0,47392000.0,-27321000.0,-20868000.0,-8101000.0,62718000.0,118081000.0,245306000.0,408120000.0,56303000.0,0.34,141276000.0,19.459999,1.3663926704210003,48033840.0,0.6010634127217485,254112000.0,0.07063104076510109,0.12494918411037727,1.7690406761231652,0.6001173413795994,1.0616319873474027,0.36070857724312455,0.638108145369602,34946918.54814587,17155345.177561417,17791573.37058445,15192189.886546243,4097173.9001630987,11095015.986383144,19754728.661599625,4711562.420943598,2435354.6986307655,-1403956.9066781555,-1072353.60084037,-416289.8466747095,3222918.9734285185,6067883.148400984,12605653.268533057,20972251.848522704,2893268.391226536,0.017471737794025582,2468337.228588758
1971,726494000.0,301351000.0,425143000.0,314861000.0,106181000.0,208680000.0,411633000.0,167722000.0,95922000.0,-5452000.0,-89796000.0,-128613000.0,-50687000.0,182332000.0,321675000.0,515327000.0,102927000.0,0.67,142143000.0,46.049999,0.6838219909624754,95235810.0,0.6242153040690668,195170000.0,0.13108960294235053,0.23136096960156255,1.7649070895676489,0.7093341445352611,1.2519088605626858,0.4427772287176494,0.7814606700628959,15776200.125433227,6543995.799000994,9232204.326432234,6837372.569758362,2305776.3801471526,4531596.18961121,8938827.555674866,3642171.631751827,2082996.787904382,-118393.05360245502,-1949967.4690546682,-2792899.083450577,-1100694.9207534185,3959435.482289587,6985342.171234358,11190597.419991259,2235114.0550513365,0.01454940313896641,2068095.8103821024
1972,798713000.0,379167000.0,419546000.0,311550000.0,127373000.0,184177000.0,487163000.0,238806000.0,178882000.0,-33232000.0,-34932000.0,-188072000.0,15802000.0,131570000.0,452050000.0,660356000.0,190429000.0,1.27,140667000.0,77.540001,-0.1376063691306891,178647090.0,0.6845549976073512,251794000.0,0.22366868950423996,0.3667090686279541,1.6395190110907438,0.8267750744009426,1.3555134523763093,0.5659730090783548,0.9279235081481968,10300657.592201991,4889953.50928613,5410704.082915861,4017926.179804924,1642674.7273320255,2375251.452472898,6282731.412397067,3079778.1392858117,2306964.117784832,-428578.7925125252,-450502.9604010451,-2425483.5900763012,203791.58880846543,1696801.6288779774,5829894.172944361,8516326.947171435,2455880.804025267,0.016378643069658975,2303934.584679719
