,Open,Date,Year
849,9.37,2024-01-01,2024
850,14.95,2014-07-01,2014
851,7.36,2015-01-01,2015
852,7.5,2016-01-01,2016
853,3.86,2017-01-01,2017
854,15.85,2018-01-01,2018
855,3.36,2019-01-01,2019
856,5.0,2020-01-01,2020
857,3.01,2021-01-01,2021
858,2.01,2022-01-01,2022
859,1.84,2023-01-01,2023
860,1.62,2024-01-01,2024
861,49.52,2014-01-01,2014
862,55.68,2015-01-01,2015
863,54.240002,2016-01-01,2016
864,72.599998,2017-01-01,2017
865,89.239998,2018-01-01,2018
866,84.029999,2019-01-01,2019
867,120.110001,2020-01-01,2020
868,148.449997,2021-01-01,2021
869,175.169998,2022-01-01,2022
870,165.570007,2023-01-01,2023
871,197.070007,2024-01-01,2024
872,59.060001,2014-01-01,2014
873,72.699997,2015-01-01,2015
874,91.769997,2016-01-01,2016
875,103.43,2017-01-01,2017
876,175.850006,2018-01-01,2018
877,219.910004,2019-01-01,2019
878,330.0,2020-01-01,2020
879,500.299988,2021-01-01,2021
880,566.650024,2022-01-01,2022
881,340.160004,2023-01-01,2023
882,589.51001,2024-01-01,2024
883,22.8825,2014-01-01,2014
884,29.440001,2015-01-01,2015
885,23.639999,2016-01-01,2016
886,31.02,2017-01-01,2017
887,35.669998,2018-01-01,2018
888,32.099998,2019-01-01,2019
889,44.099998,2020-01-01,2020
890,45.639999,2021-01-01,2021
891,47.48,2022-01-01,2022
892,29.85,2023-01-01,2023
893,41.59,2024-01-01,2024
894,27.209999,2014-01-01,2014
895,24.219999,2015-01-01,2015
896,16.9,2016-01-01,2016
897,19.41,2017-01-01,2017
898,23.93,2018-01-01,2018
899,19.959999,2019-01-01,2019
900,26.98,2020-01-01,2020
901,15.88,2021-01-01,2021
902,16.950001,2022-01-01,2022
903,20.07,2023-01-01,2023
904,32.610001,2024-01-01,2024
905,9.862,2021-04-01,2021
906,9.81,2022-01-01,2022
907,3.05,2023-01-01,2023
908,1.71,2024-01-01,2024
909,37.400002,2014-01-01,2014
910,36.52,2015-01-01,2015
911,33.700001,2016-01-01,2016
912,25.5,2017-01-01,2017
913,65.699997,2018-01-01,2018
914,75.800003,2019-01-01,2019
915,81.040001,2020-01-01,2020
916,99.800003,2021-01-01,2021
917,30.129999,2022-01-01,2022
918,31.530001,2023-01-01,2023
919,27.629999,2024-01-01,2024
920,8.58,2014-01-01,2014
921,7.57,2015-01-01,2015
922,6.38,2016-01-01,2016
923,13.78,2017-01-01,2017
924,15.73,2018-01-01,2018
925,9.56,2019-01-01,2019
926,15.26,2020-01-01,2020
927,13.92,2021-01-01,2021
928,14.95,2022-01-01,2022
929,15.3,2023-01-01,2023
930,15.6,2024-01-01,2024
931,17.040001,2014-01-01,2014
932,35.23,2015-01-01,2015
933,23.879999,2016-01-01,2016
934,28.25,2017-01-01,2017
935,20.9,2018-01-01,2018
936,13.79,2019-01-01,2019
937,23.85,2020-01-01,2020
938,31.799999,2021-01-01,2021
939,44.610001,2022-01-01,2022
940,83.080002,2023-01-01,2023
941,280.0,2024-01-01,2024
942,20.0,2021-07-01,2021
943,15.81,2022-01-01,2022
944,7.59,2023-01-01,2023
945,10.91,2024-01-01,2024
946,8.69,2014-01-01,2014
947,6.12,2015-01-01,2015
948,4.25,2016-01-01,2016
949,3.83,2017-01-01,2017
950,8.4,2018-01-01,2018
951,16.01,2019-01-01,2019
952,15.44,2020-01-01,2020
953,21.5,2021-01-01,2021
954,18.26,2022-01-01,2022
955,14.46,2023-01-01,2023
956,12.65,2024-01-01,2024
957,4.75,2014-01-01,2014
958,4.67,2015-01-01,2015
959,3.44,2016-01-01,2016
960,4.99,2017-01-01,2017
961,8.02,2018-01-01,2018
962,8.89,2019-01-01,2019
963,8.0,2020-01-01,2020
964,6.85,2021-01-01,2021
965,7.54,2022-01-01,2022
966,5.85,2023-01-01,2023
967,6.14,2024-01-01,2024
968,9.77,2019-11-01,2019
969,9.87,2020-01-01,2020
970,13.61,2021-01-01,2021
971,8.02,2022-01-01,2022
972,4.87,2023-01-01,2023
973,5.86,2024-01-01,2024
974,40.34,2021-01-01,2021
975,153.619995,2022-01-01,2022
976,13.58,2023-01-01,2023
977,39.59,2024-01-01,2024
978,56.490002,2014-01-01,2014
979,47.099998,2015-01-01,2015
980,29.280001,2016-01-01,2016
981,41.279999,2017-01-01,2017
982,49.66,2018-01-01,2018
983,48.740002,2019-01-01,2019
984,101.379997,2020-01-01,2020
985,229.160004,2021-01-01,2021
986,353.980011,2022-01-01,2022
987,102.690002,2023-01-01,2023
988,127.279999,2024-01-01,2024
989,16.52,2021-12-01,2021
990,13.39,2022-01-01,2022
991,4.05,2023-01-01,2023
992,5.82,2024-01-01,2024
993,15.58,2014-01-01,2014
994,12.55,2015-01-01,2015
995,8.6,2016-01-01,2016
996,10.76,2017-01-01,2017
997,9.15,2018-01-01,2018
998,7.29,2019-01-01,2019
999,6.14,2020-01-01,2020
1000,4.68,2021-01-01,2021
1001,5.08,2022-01-01,2022
1002,2.86,2023-01-01,2023
1003,8.36,2024-01-01,2024
1004,55.57,2014-01-01,2014
1005,67.809998,2015-01-01,2015
1006,84.980003,2016-01-01,2016
1007,75.309998,2017-01-01,2017
1008,131.0,2018-01-01,2018
1009,174.119995,2019-01-01,2019
1010,284.959991,2020-01-01,2020
1011,556.940002,2021-01-01,2021
1012,648.159973,2022-01-01,2022
1013,395.079987,2023-01-01,2023
1014,697.049988,2024-01-01,2024
1015,22.91,2015-08-01,2015
1016,15.0,2016-01-01,2016
1017,12.38,2017-01-01,2017
1018,18.66,2018-01-01,2018
1019,30.450001,2019-01-01,2019
1020,56.939999,2020-01-01,2020
1021,89.852997,2021-01-01,2021
1022,117.860001,2022-01-01,2022
1023,34.66,2023-01-01,2023
1024,56.25,2024-01-01,2024
1025,17.440001,2017-06-01,2017
1026,32.82,2018-01-01,2018
1027,26.25,2019-01-01,2019
1028,38.669998,2020-01-01,2020
1029,165.0,2021-01-01,2021
1030,65.419998,2022-01-01,2022
1031,33.400002,2023-01-01,2023
1032,37.130001,2024-01-01,2024
1033,10.2,2014-01-01,2014
1034,5.0,2015-01-01,2015
1035,4.25,2016-01-01,2016
1036,2.05,2017-01-01,2017
1037,5.35,2018-01-01,2018
1038,6.38,2019-01-01,2019
1039,7.99,2020-01-01,2020
1040,11.92,2021-01-01,2021
1041,9.96,2022-01-01,2022
1042,9.2,2023-01-01,2023
1043,8.27,2024-01-01,2024
1044,45.34,2014-01-01,2014
1045,49.5,2015-01-01,2015
1046,48.740002,2016-01-01,2016
1047,69.830002,2017-01-01,2017
1048,76.449997,2018-01-01,2018
1049,72.959999,2019-01-01,2019
1050,119.32,2020-01-01,2020
1051,121.889999,2021-01-01,2021
1052,109.559998,2022-01-01,2022
1053,96.699997,2023-01-01,2023
1054,135.259995,2024-01-01,2024
1055,19.18,2015-02-01,2015
1056,13.46,2016-01-01,2016
1057,14.05,2017-01-01,2017
1058,21.24,2018-01-01,2018
1059,16.530001,2019-01-01,2019
1060,16.950001,2020-01-01,2020
1061,18.049999,2021-01-01,2021
1062,26.1,2022-01-01,2022
1063,31.469999,2023-01-01,2023
1064,25.43,2024-01-01,2024
1065,3.06,2014-01-01,2014
1066,2.66,2015-01-01,2015
1067,1.89,2016-01-01,2016
1068,2.34,2017-01-01,2017
1069,2.71,2018-01-01,2018
1070,1.42,2019-01-01,2019
1071,2.0,2020-01-01,2020
1072,2.5,2021-01-01,2021
1073,24.66,2022-01-01,2022
1074,20.540001,2023-01-01,2023
1075,26.299999,2024-01-01,2024
1076,12.19,2018-08-01,2018
1077,5.51,2019-01-01,2019
1078,9.38,2020-01-01,2020
1079,9.17,2021-01-01,2021
1080,7.22,2022-01-01,2022
1081,6.12,2023-01-01,2023
1082,12.87,2024-01-01,2024
1083,16.700001,2014-01-01,2014
1084,8.82,2015-01-01,2015
1085,5.15,2016-01-01,2016
1086,4.75,2017-01-01,2017
1087,5.6,2018-01-01,2018
1088,3.95,2019-01-01,2019
1089,4.44,2020-01-01,2020
1090,13.05,2021-01-01,2021
1091,10.6,2022-01-01,2022
1092,8.59,2023-01-01,2023
1093,10.61,2024-01-01,2024
1094,6.21,2020-09-01,2020
1095,16.940001,2021-01-01,2021
1096,4.33,2022-01-01,2022
1097,4.03,2023-01-01,2023
1098,4.27,2024-01-01,2024
1099,90.400002,2014-01-01,2014
1100,76.419998,2015-01-01,2015
1101,43.09,2016-01-01,2016
1102,67.650002,2017-01-01,2017
1103,68.400002,2018-01-01,2018
1104,47.150002,2019-01-01,2019
1105,60.0,2020-01-01,2020
1106,79.050003,2021-01-01,2021
1107,132.080002,2022-01-01,2022
1108,126.269997,2023-01-01,2023
1109,172.520004,2024-01-01,2024
1110,54.27,2021-11-01,2021
1111,65.089996,2022-01-01,2022
1112,53.93,2023-01-01,2023
1113,59.869999,2024-01-01,2024
1114,21.620001,2021-05-01,2021
1115,15.64,2022-01-01,2022
1116,7.29,2023-01-01,2023
1117,9.5,2024-01-01,2024
1118,91.5,2022-01-01,2022
1119,27.93,2023-01-01,2023
1120,23.35,2024-01-01,2024
1121,22.040001,2021-11-01,2021
1122,15.1,2022-01-01,2022
1123,10.13,2023-01-01,2023
1124,11.98,2024-01-01,2024
1125,82.279999,2014-01-01,2014
1126,81.82,2015-01-01,2015
1127,77.790001,2016-01-01,2016
1128,66.75,2017-01-01,2017
1129,102.050003,2018-01-01,2018
1130,155.960007,2019-01-01,2019
1131,166.100006,2020-01-01,2020
1132,240.110001,2021-01-01,2021
1133,271.959991,2022-01-01,2022
1134,170.699997,2023-01-01,2023
1135,273.730011,2024-01-01,2024
1136,31.5,2014-10-01,2014
1137,39.779999,2015-01-01,2015
1138,43.990002,2016-01-01,2016
1139,45.98,2017-01-01,2017
1140,41.599998,2018-01-01,2018
1141,72.900002,2019-01-01,2019
1142,118.190002,2020-01-01,2020
1143,161.860001,2021-01-01,2021
1144,173.740005,2022-01-01,2022
1145,131.699997,2023-01-01,2023
1146,214.839996,2024-01-01,2024
1147,7.11,2014-01-01,2014
1148,5.95,2015-01-01,2015
1149,5.56,2016-01-01,2016
1150,6.75,2017-01-01,2017
1151,8.6,2018-01-01,2018
1152,7.51,2019-01-01,2019
1153,9.89,2020-01-01,2020
1154,15.49,2021-01-01,2021
1155,21.290001,2022-01-01,2022
1156,16.01,2023-01-01,2023
1157,9.64,2024-01-01,2024
1158,10.1,2014-01-01,2014
1159,11.45,2015-01-01,2015
1160,12.5,2016-01-01,2016
1161,17.35,2017-01-01,2017
1162,45.849998,2018-01-01,2018
1163,16.450001,2019-01-01,2019
1164,36.18,2020-01-01,2020
1165,24.209999,2021-01-01,2021
1166,41.75,2022-01-01,2022
1167,44.970001,2023-01-01,2023
1168,3.58,2024-01-01,2024
1169,40.259415,2016-08-01,2016
1170,45.096233,2017-01-01,2017
1171,61.079498,2018-01-01,2018
1172,55.748955,2019-01-01,2019
1173,64.435143,2020-01-01,2020
1174,71.0,2021-01-01,2021
1175,75.660004,2022-01-01,2022
1176,64.75,2023-01-01,2023
1177,72.510002,2024-01-01,2024
1178,9.15,2017-01-01,2017
1179,7.5,2018-01-01,2018
1180,4.0,2019-01-01,2019
1181,3.15,2020-01-01,2020
1182,1.92,2021-01-01,2021
1183,1.72,2022-01-01,2022
1184,2.44,2023-01-01,2023
1185,1.6,2024-01-01,2024
1186,29.709999,2021-11-01,2021
1187,37.049999,2022-01-01,2022
1188,15.53,2023-01-01,2023
1189,27.860001,2024-01-01,2024
1190,50.0,2014-01-01,2014
1191,62.970001,2015-01-01,2015
1192,60.830002,2016-01-01,2016
1193,40.0,2017-01-01,2017
1194,114.150002,2018-01-01,2018
1195,59.009998,2019-01-01,2019
1196,53.740002,2020-01-01,2020
1197,80.599998,2021-01-01,2021
1198,45.639999,2022-01-01,2022
1199,32.77,2023-01-01,2023
1200,35.639999,2024-01-01,2024
1201,9.84,2019-11-01,2019
1202,9.9,2020-01-01,2020
1203,13.307,2021-01-01,2021
1204,12.08,2022-01-01,2022
1205,5.94,2023-01-01,2023
1206,7.97,2024-01-01,2024
1207,14.7,2014-03-01,2014
1208,10.983333,2015-01-01,2015
1209,6.14,2016-01-01,2016
1210,8.983333,2017-01-01,2017
1211,16.183332,2018-01-01,2018
1212,17.336666,2019-01-01,2019
1213,26.096666,2020-01-01,2020
1214,54.366669,2021-01-01,2021
1215,49.32,2022-01-01,2022
1216,24.370001,2023-01-01,2023
1217,44.669998,2024-01-01,2024
1218,9.86,2020-10-01,2020
1219,10.07,2021-01-01,2021
1220,4.48,2022-01-01,2022
1221,2.55,2023-01-01,2023
1222,4.69,2024-01-01,2024
1223,3.72,2014-01-01,2014
1224,2.4,2015-01-01,2015
1225,1.61,2016-01-01,2016
1226,5.24,2017-01-01,2017
1227,47.560001,2018-01-01,2018
1228,41.0,2019-01-01,2019
1229,38.0,2020-01-01,2020
1230,187.300003,2021-01-01,2021
1231,68.879997,2022-01-01,2022
1232,40.43,2023-01-01,2023
1233,69.559998,2024-01-01,2024
1234,31.190001,2018-04-01,2018
1235,19.959999,2019-01-01,2019
1236,18.059999,2020-01-01,2020
1237,22.379999,2021-01-01,2021
1238,24.68,2022-01-01,2022
1239,22.620001,2023-01-01,2023
1240,29.209999,2024-01-01,2024
1241,8.6,2018-05-01,2018
1242,10.35,2019-01-01,2019
1243,10.675,2020-01-01,2020
1244,13.72,2021-01-01,2021
1245,41.330002,2022-01-01,2022
1246,19.030001,2023-01-01,2023
1247,20.129999,2024-01-01,2024
1248,32.630001,2014-01-01,2014
1249,35.209999,2015-01-01,2015
1250,20.219999,2016-01-01,2016
1251,29.049999,2017-01-01,2017
1252,14.95,2018-01-01,2018
1253,7.25,2019-01-01,2019
1254,14.93,2020-01-01,2020
1255,17.66,2021-01-01,2021
1256,28.65,2022-01-01,2022
1257,18.889999,2023-01-01,2023
1258,30.68,2024-01-01,2024
1259,131.139999,2021-01-01,2021
1260,31.49,2022-01-01,2022
1261,11.43,2023-01-01,2023
1262,28.559999,2024-01-01,2024
1263,44.279999,2021-07-01,2021
1264,52.0,2022-01-01,2022
1265,15.01,2023-01-01,2023
1266,26.51,2024-01-01,2024
1267,53.799999,2023-08-01,2023
1268,47.990002,2024-01-01,2024
1269,17.389999,2014-01-01,2014
1270,22.450001,2015-01-01,2015
1271,22.24,2016-01-01,2016
1272,29.25,2017-01-01,2017
1273,40.509998,2018-01-01,2018
1274,36.200001,2019-01-01,2019
1275,59.599998,2020-01-01,2020
1276,111.470001,2021-01-01,2021
1277,124.129997,2022-01-01,2022
1278,75.849998,2023-01-01,2023
1279,102.25,2024-01-01,2024
1280,25.030001,2014-01-01,2014
1281,27.780001,2015-01-01,2015
1282,18.700001,2016-01-01,2016
1283,31.799999,2017-01-01,2017
1284,34.450001,2018-01-01,2018
1285,44.84,2019-01-01,2019
1286,53.490002,2020-01-01,2020
1287,72.940002,2021-01-01,2021
1288,89.129997,2022-01-01,2022
1289,29.23,2023-01-01,2023
1290,21.66,2024-01-01,2024
1291,80.0,2020-08-01,2020
1292,73.0,2021-01-01,2021
1293,54.900002,2022-01-01,2022
1294,27.110001,2023-01-01,2023
1295,34.700001,2024-01-01,2024
1296,10.37,2014-01-01,2014
1297,9.5,2015-01-01,2015
1298,11.4,2016-01-01,2016
1299,10.68,2017-01-01,2017
1300,7.05,2018-01-01,2018
1301,8.84,2019-01-01,2019
1302,7.51,2020-01-01,2020
1303,11.45,2021-01-01,2021
1304,5.79,2022-01-01,2022
1305,7.24,2023-01-01,2023
1306,7.03,2024-01-01,2024
1307,150.990005,2021-01-01,2021
1308,165.296997,2022-01-01,2022
1309,87.385002,2023-01-01,2023
1310,134.429993,2024-01-01,2024
1311,38.360001,2020-01-01,2020
1312,137.020004,2021-01-01,2021
1313,250.160004,2022-01-01,2022
1314,111.610001,2023-01-01,2023
1315,80.050003,2024-01-01,2024
1316,31.42,2018-05-01,2018
1317,34.490002,2019-01-01,2019
1318,67.879997,2020-01-01,2020
1319,106.559998,2021-01-01,2021
1320,104.629997,2022-01-01,2022
1321,65.139999,2023-01-01,2023
1322,67.120003,2024-01-01,2024
1323,33.400002,2014-01-01,2014
1324,29.559999,2015-01-01,2015
1325,10.89,2016-01-01,2016
1326,15.05,2017-01-01,2017
1327,8.2,2018-01-01,2018
1328,11.46,2019-01-01,2019
1329,11.99,2020-01-01,2020
1330,19.780001,2021-01-01,2021
1331,20.59,2022-01-01,2022
1332,5.21,2023-01-01,2023
1333,5.57,2024-01-01,2024
1334,29.23,2014-01-01,2014
1335,25.23,2015-01-01,2015
1336,35.380001,2016-01-01,2016
1337,48.860001,2017-01-01,2017
1338,44.009998,2018-01-01,2018
1339,31.32,2019-01-01,2019
1340,51.91,2020-01-01,2020
1341,45.209999,2021-01-01,2021
1342,57.650002,2022-01-01,2022
1343,57.66,2023-01-01,2023
1344,52.740002,2024-01-01,2024
1345,11.91,2021-08-01,2021
1346,3.5,2022-01-01,2022
1347,1.71,2023-01-01,2023
1348,1.98,2024-01-01,2024
1349,37.779999,2014-01-01,2014
1350,45.02,2015-01-01,2015
1351,36.009998,2016-01-01,2016
1352,38.450001,2017-01-01,2017
1353,47.57,2018-01-01,2018
1354,44.48,2019-01-01,2019
1355,53.27,2020-01-01,2020
1356,64.690002,2021-01-01,2021
1357,87.330002,2022-01-01,2022
1358,82.470001,2023-01-01,2023
1359,104.519997,2024-01-01,2024
1360,78.519997,2019-10-01,2019
1361,79.519997,2020-01-01,2020
1362,178.320007,2021-01-01,2021
1363,27.200001,2022-01-01,2022
1364,7.12,2023-01-01,2023
1365,4.32,2024-01-01,2024
1366,63.650002,2014-01-01,2014
1367,78.779999,2015-01-01,2015
1368,78.910004,2016-01-01,2016
1369,84.730003,2017-01-01,2017
1370,104.349998,2018-01-01,2018
1371,101.040001,2019-01-01,2019
1372,111.349998,2020-01-01,2020
1373,133.100006,2021-01-01,2021
1374,115.949997,2022-01-01,2022
1375,126.699997,2023-01-01,2023
1376,152.119995,2024-01-01,2024
1377,19.35,2014-01-01,2014
1378,26.209999,2015-01-01,2015
1379,16.950001,2016-01-01,2016
1380,22.4,2017-01-01,2017
1381,30.0,2018-01-01,2018
1382,23.940001,2019-01-01,2019
1383,23.110001,2020-01-01,2020
1384,29.91,2021-01-01,2021
1385,28.0,2022-01-01,2022
1386,27.98,2023-01-01,2023
1387,46.080002,2024-01-01,2024
1388,14.85,2014-01-01,2014
1389,14.13,2015-01-01,2015
1390,6.73,2016-01-01,2016
1391,7.45,2017-01-01,2017
1392,11.6,2018-01-01,2018
1393,18.5,2019-01-01,2019
1394,37.48,2020-01-01,2020
1395,62.459999,2021-01-01,2021
1396,35.84,2022-01-01,2022
1397,10.52,2023-01-01,2023
1398,3.79,2024-01-01,2024
1399,22.700001,2017-04-01,2017
1400,14.69,2018-01-01,2018
1401,5.38,2019-01-01,2019
1402,16.620001,2020-01-01,2020
1403,50.439999,2021-01-01,2021
1404,47.630001,2022-01-01,2022
1405,9.15,2023-01-01,2023
1406,16.52,2024-01-01,2024
1407,76.110001,2014-01-01,2014
1408,92.209999,2015-01-01,2015
1409,94.190002,2016-01-01,2016
1410,114.339996,2017-01-01,2017
1411,158.220001,2018-01-01,2018
1412,191.5,2019-01-01,2019
1413,261.079987,2020-01-01,2020
1414,379.73999,2021-01-01,2021
1415,640.030029,2022-01-01,2022
1416,396.700012,2023-01-01,2023
1417,622.25,2024-01-01,2024
1418,15.29,2014-05-01,2014
1419,26.290001,2015-01-01,2015
1420,37.110001,2016-01-01,2016
1421,46.200001,2017-01-01,2017
1422,80.470001,2018-01-01,2018
1423,119.879997,2019-01-01,2019
1424,266.920013,2020-01-01,2020
1425,450.0,2021-01-01,2021
1426,415.190002,2022-01-01,2022
1427,316.589996,2023-01-01,2023
1428,204.970001,2024-01-01,2024
1429,10.25,2015-08-01,2015
1430,6.36,2016-01-01,2016
1431,9.0,2017-01-01,2017
1432,12.0,2018-01-01,2018
1433,13.75,2019-01-01,2019
1434,13.23,2020-01-01,2020
1435,14.41,2021-01-01,2021
1436,20.51,2022-01-01,2022
1437,13.83,2023-01-01,2023
1438,10.7,2024-01-01,2024
1439,33.02,2014-01-01,2014
1440,49.950001,2015-01-01,2015
1441,44.849998,2016-01-01,2016
1442,84.959999,2017-01-01,2017
1443,76.839996,2018-01-01,2018
1444,62.560001,2019-01-01,2019
1445,87.489998,2020-01-01,2020
1446,94.760002,2021-01-01,2021
1447,83.75,2022-01-01,2022
1448,109.139999,2023-01-01,2023
1449,124.150002,2024-01-01,2024
1450,25.219999,2018-05-01,2018
1451,17.42,2019-01-01,2019
1452,20.5,2020-01-01,2020
1453,32.560001,2021-01-01,2021
1454,24.07,2022-01-01,2022
1455,10.34,2023-01-01,2023
1456,13.42,2024-01-01,2024
1457,76.889999,2014-01-01,2014
1458,75.510002,2015-01-01,2015
1459,87.739998,2016-01-01,2016
1460,99.739998,2017-01-01,2017
1461,214.139999,2018-01-01,2018
1462,110.610001,2019-01-01,2019
1463,146.990005,2020-01-01,2020
1464,223.910004,2021-01-01,2021
1465,172.350006,2022-01-01,2022
1466,95.860001,2023-01-01,2023
1467,108.089996,2024-01-01,2024
1468,8.262,2014-01-01,2014
1469,19.26,2015-01-01,2015
1470,14.37,2016-01-01,2016
1471,11.1,2017-01-01,2017
1472,11.8,2018-01-01,2018
1473,5.32,2019-01-01,2019
1474,14.27,2020-01-01,2020
1475,28.440001,2021-01-01,2021
1476,8.38,2022-01-01,2022
1477,14.0,2023-01-01,2023
1478,17.360001,2024-01-01,2024
1479,4.83,2014-01-01,2014
1480,4.56,2015-01-01,2015
1481,2.36,2016-01-01,2016
1482,2.84,2017-01-01,2017
1483,6.4,2018-01-01,2018
1484,2.83,2019-01-01,2019
1485,3.95,2020-01-01,2020
1486,2.88,2021-01-01,2021
1487,4.42,2022-01-01,2022
1488,1.8,2023-01-01,2023
1489,1.29,2024-01-01,2024
1490,19.76,2014-01-01,2014
1491,12.33,2015-01-01,2015
1492,13.36,2016-01-01,2016
1493,21.0,2017-01-01,2017
1494,12.15,2018-01-01,2018
1495,9.86,2019-01-01,2019
1496,14.0,2020-01-01,2020
1497,24.83,2021-01-01,2021
1498,85.480003,2022-01-01,2022
1499,94.220001,2023-01-01,2023
1500,28.790001,2024-01-01,2024
1501,12.21,2014-01-01,2014
1502,6.76,2015-01-01,2015
1503,4.19,2016-01-01,2016
1504,6.25,2017-01-01,2017
1505,12.76,2018-01-01,2018
1506,15.6,2019-01-01,2019
1507,13.08,2020-01-01,2020
1508,12.75,2021-01-01,2021
1509,12.56,2022-01-01,2022
1510,7.0,2023-01-01,2023
1511,8.61,2024-01-01,2024
1512,1.55,2014-01-01,2014
1513,1.92,2015-01-01,2015
1514,1.23,2016-01-01,2016
1515,1.74,2017-01-01,2017
1516,2.01,2018-01-01,2018
1517,2.93,2019-01-01,2019
1518,3.56,2020-01-01,2020
1519,4.45,2021-01-01,2021
1520,7.94,2022-01-01,2022
1521,4.54,2023-01-01,2023
1522,5.76,2024-01-01,2024
1523,12.1,2014-12-01,2014
1524,9.67,2015-01-01,2015
1525,7.0,2016-01-01,2016
1526,8.9,2017-01-01,2017
1527,21.67,2018-01-01,2018
1528,26.6,2019-01-01,2019
1529,35.619999,2020-01-01,2020
1530,46.439999,2021-01-01,2021
1531,18.25,2022-01-01,2022
1532,7.28,2023-01-01,2023
1533,4.2,2024-01-01,2024
1534,34.41,2014-01-01,2014
1535,21.790001,2015-01-01,2015
1536,12.39,2016-01-01,2016
1537,15.75,2017-01-01,2017
1538,3.05,2018-01-01,2018
1539,2.51,2019-01-01,2019
1540,4.52,2020-01-01,2020
1541,8.19,2021-01-01,2021
1542,4.71,2022-01-01,2022
1543,3.1,2023-01-01,2023
1544,3.88,2024-01-01,2024
1545,56.439999,2014-01-01,2014
1546,68.099998,2015-01-01,2015
1547,77.150002,2016-01-01,2016
1548,80.220001,2017-01-01,2017
1549,55.669998,2018-01-01,2018
1550,70.720001,2019-01-01,2019
1551,55.740002,2020-01-01,2020
1552,42.060001,2021-01-01,2021
1553,39.84,2022-01-01,2022
1554,45.639999,2023-01-01,2023
1555,38.599998,2024-01-01,2024
1556,9.378,2016-09-01,2016
1557,6.78,2017-01-01,2017
1558,4.31,2018-01-01,2018
1559,2.79,2019-01-01,2019
1560,3.13,2020-01-01,2020
1561,16.49,2021-01-01,2021
1562,20.434999,2022-01-01,2022
1563,6.34,2023-01-01,2023
1564,6.96,2024-01-01,2024
1565,6.54,2017-06-01,2017
1566,17.08,2018-01-01,2018
1567,14.535,2019-01-01,2019
1568,19.135,2020-01-01,2020
1569,19.305,2021-01-01,2021
1570,36.18,2022-01-01,2022
1571,15.04,2023-01-01,2023
1572,18.59,2024-01-01,2024
1573,10.35,2014-01-01,2014
1574,11.77,2015-01-01,2015
1575,10.89,2016-01-01,2016
1576,11.86,2017-01-01,2017
1577,10.5,2018-01-01,2018
1578,8.7,2019-01-01,2019
1579,8.31,2020-01-01,2020
1580,8.15,2021-01-01,2021
1581,11.14,2022-01-01,2022
1582,11.32,2023-01-01,2023
1583,28.639999,2024-01-01,2024
1584,15.14,2014-01-01,2014
1585,18.33,2015-01-01,2015
1586,23.07,2016-01-01,2016
1587,34.049999,2017-01-01,2017
1588,46.450001,2018-01-01,2018
1589,21.6,2019-01-01,2019
1590,27.35,2020-01-01,2020
1591,46.0,2021-01-01,2021
1592,43.740002,2022-01-01,2022
1593,25.940001,2023-01-01,2023
1594,22.4,2024-01-01,2024
1595,25.5,2019-08-01,2019
1596,25.57,2020-01-01,2020
1597,43.580002,2021-01-01,2021
1598,60.630001,2022-01-01,2022
1599,39.330002,2023-01-01,2023
1600,54.110001,2024-01-01,2024
1601,25.780001,2014-01-01,2014
1602,36.669998,2015-01-01,2015
1603,33.880001,2016-01-01,2016
1604,36.610001,2017-01-01,2017
1605,46.380001,2018-01-01,2018
1606,45.959999,2019-01-01,2019
1607,60.240002,2020-01-01,2020
1608,49.889999,2021-01-01,2021
1609,51.650002,2022-01-01,2022
1610,27.049999,2023-01-01,2023
1611,49.200001,2024-01-01,2024
1612,12.79,2014-01-01,2014
1613,12.96,2015-01-01,2015
1614,14.1,2016-01-01,2016
1615,17.639999,2017-01-01,2017
1616,22.959999,2018-01-01,2018
1617,24.34,2019-01-01,2019
1618,29.73,2020-01-01,2020
1619,30.49,2021-01-01,2021
1620,19.940001,2022-01-01,2022
1621,21.77,2023-01-01,2023
1622,19.48,2024-01-01,2024
1623,4.19,2014-01-01,2014
1624,3.65,2015-01-01,2015
1625,2.74,2016-01-01,2016
1626,3.0,2017-01-01,2017
1627,3.22,2018-01-01,2018
1628,1.01,2019-01-01,2019
1629,0.41,2020-01-01,2020
1630,2.49,2021-01-01,2021
1631,4.14,2022-01-01,2022
1632,1.26,2023-01-01,2023
1633,2.02,2024-01-01,2024
1634,25.43,2014-01-01,2014
1635,14.91,2015-01-01,2015
1636,10.63,2016-01-01,2016
1637,22.940001,2017-01-01,2017
1638,15.77,2018-01-01,2018
1639,8.29,2019-01-01,2019
1640,17.1,2020-01-01,2020
1641,21.610001,2021-01-01,2021
1642,31.99,2022-01-01,2022
1643,29.0,2023-01-01,2023
1644,31.76,2024-01-01,2024
1645,28.75,2022-01-01,2022
1646,12.55,2023-01-01,2023
1647,32.75,2024-01-01,2024
1648,9.78,2021-05-01,2021
1649,11.02,2022-01-01,2022
1650,6.07,2023-01-01,2023
1651,4.5,2024-01-01,2024
1652,17.74,2014-01-01,2014
1653,23.030001,2015-01-01,2015
1654,17.950001,2016-01-01,2016
1655,24.4,2017-01-01,2017
1656,32.32,2018-01-01,2018
1657,29.59,2019-01-01,2019
1658,29.32,2020-01-01,2020
1659,36.049999,2021-01-01,2021
1660,37.400002,2022-01-01,2022
